title;author;rating;category;fandom;relationship;character;additional tags;language;published;status;status date;words;chapters;comments;kudos;bookmarks;hits
Broke Your Heart, I'll Put it Back Together;author_1628;Teen And Up Audiences;F/M;Hadestown - Mitchell, Hellenistic Religion & Lore;Eurydice/Orpheus, Hades/Persephone (Hadestown);Eurydice (Hadestown), Orpheus (Hadestown), Hades (Hadestown), Persephone (Hadestown);Not Canon Compliant, Eurydice returns, Fluff, Slice of Life, Nightmares, Hurt/Comfort, Based on a Taylor Swift Song;English;2019-04-23;Completed;2019-04-23;2528;1/1;8;216;38;2013
hope that if I found the strength to walk out (you'd stay the hell out of my way);author_1629;Teen And Up Audiences;F/M, M/M;Original Work, Greek and Roman Mythology, Hellenistic Religion & Lore, Norse Religion & Lore, Christian Lore, Ancient Egyptian Religion, Fairy Tales & Related Fandoms;Bat-sheva | Bathsheba/David | Daud, Adam/Eve, Eurydice/Orpheus, Jason/Medea (Hellenistic Religion & Lore), Hamlet/Ophelia, Jocasta/Oedipus (Greek and Roman Mythology);Adam (Christian Bible), Lilith, Eve (Bible), Bat-sheva | Bathsheba, Loki (Norse Religion & Lore), Eurudike | Eurydike | Eurydice (Hellenistic Religion & Lore), Medea (Hellenistic Religion & Lore), Iason | Jason (Hellenistic Religion & Lore), Hercules | Heracles (Hellenistic Religion & Lore), Hamlet (Hamlet), Echidna (Hellenistic Religion & Lore), Nut (Ancient Egyptian), Angrboda | Angerboda (Norse Religion & Lore), Nyx (Hellenistic Religion & Lore), Iokaste | Jocasta (Hellenistic Religion & Lore);Poetry, Abusive Relationships, Fairy Tale Retellings, Feminist Themes, Rape Recovery, Taking Agency, Implied/Referenced Rape/Non-con;English;2019-04-22;Completed;2019-04-22;501;1/1;11;113;23;1017
In Letting Them Go, I Found You;author_1630;General Audiences;F/F;Circe - Madeline Miller, Greek and Roman Mythology;Circe/Penelope (Hellenistic Religion & Lore), Circe/Penelope (Circe);Circe (Circe), Penelope (Circe);Friends to Lovers, Getting Together, Alternate Universe, Community: femslashficlets;English;2019-04-22;Completed;2019-04-22;110;1/1;1;33;1;456
Dance On Your Grave;author_1631;Explicit;M/M, Other;Greek and Roman Mythology;Dionysus/Prosymnus;Dionysus, Prosymnus (Hellenistic Religion & Lore);Sex Toys, proxy sex, Repaying Debt, sex on a grave;English;2019-04-21;Completed;2019-04-21;2217;1/1;13;150;12;1885
The Queen's Bargain;author_370;Explicit;F/M;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore), Ermes | Hermes (Hellenistic Religion & Lore);Courtship, Bargaining, ambivalent feelings, First Time, Loss of Virginity, Food Sex, Throne Sex, Vaginal Sex;English;2019-04-20;Completed;2019-04-20;11957;1/1;50;1863;391;25268
Desire Beneath the Earth;author_1626;Teen And Up Audiences;;Greek and Roman Mythology;;Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);;English;2019-04-19;Completed;2019-04-19;441;1/1;;11;;138
A Divine Experience;author_1632;Explicit;F/M;Arrow (TV 2012), Greek and Roman Mythology;;Felicity Smoak, Dionysus;;English;2019-04-18;Completed;2019-04-18;4643;1/1;1;8;;545
Gentle Song (Yasashii Uta);author_1633;Teen And Up Audiences;F/M;Fate/stay night & Related Fandoms, Fate/Zero, Greek and Roman Mythology;Gilgamesh/Arturia Pendragon | Saber;Gilgamesh | Archer, Arturia Pendragon | Saber;Alternate Universe - Mythology, Gods, Drama, Dialogue, Kissing, slight romance;English;2019-04-15;Completed;2019-04-16;5706;2/2;18;95;7;1057
No Glory But Gods;author_1544;Teen And Up Audiences;F/M, M/M;Greek and Roman Mythology, Percy Jackson and the Olympians & Related Fandoms - All Media Types, Xena: Warrior Princess, Hercules: The Legendary Journeys;Aphrodite/Ares, Aphrodite/Hephaestus, Aphrodite/Ares/Hephaestus (Hellenistic Religion & Lore), Ares/Hephaestus;Ares, Aphrodite, Hephaestus;Polyamory, Established Relationship, War, Alternate Universe - Modern Setting, Modern Era, prose, Guilt, it's not clearly one interpretation of them, like it was largely based off the Xenaverse and the myths, but with elements of the others;English;2019-04-14;Completed;2019-04-14;1169;1/1;12;104;16;1706
The Heat of Battle;author_1063;Explicit;F/M;Assassin's Creed - All Media Types, Greek and Roman Mythology;Ares/Kassandra;Kassandra (Assassin's Creed), Ares (Hellenistic Religion & Lore);Crossover, Crossover Pairings, Fighting Kink, Fighting As Foreplay, Sex After Fighting/Battle, Superpower Sex, Rough Sex, Penis In Vagina Sex, Cunnilingus, Vaginal Fingering;English;2019-04-14;Completed;2019-04-14;6191;1/1;4;189;36;3563
Six Crossings;author_1634;Teen And Up Audiences;F/M;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);Post-Canon;English;2019-04-13;Completed;2019-04-13;2116;1/1;9;59;7;821
Through Worlds;author_1415;Explicit;F/M;Greek and Roman Mythology, Hellenistic Religion & Lore;Eurydice wife of Orpheus/Orpheus (Hellenistic Religion & Lore);Eurydice wife of Orpheus (Hellenistic Religion & Lore), Orpheus (Hellenistic Religion & Lore);Alternate Universe - Space, Dancing, Extended Metaphors, Symbolism, Musical References, Married Sex, Gentle Sex, Held Down, Cunnilingus, War, Ambiguous/Open Ending, Character study through porn, Multiple Orgasms, POV Female Character, Wedding Night, Non-Linear Narrative;English;2019-04-13;Completed;2019-04-13;7116;1/1;4;17;3;722
boy, with feathers, falling;author_1635;Teen And Up Audiences;M/M;Greek and Roman Mythology, Christian Bible;lucifer/icarus;Icarus (Hellenistic Religion & Lore), Lucifer (Christian Bible);;English;2019-04-12;Completed;2019-04-12;1628;1/1;6;48;5;439
[Podfic] The Abduction of Hades;author_1636;Teen And Up Audiences;;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);Podfic & Podficced Works, Podfic, Podfic Length: 0-10 Minutes;English;2019-04-12;Completed;2019-04-12;28;1/1;1;17;1;420
You Burn Too Bright;author_1637;General Audiences;M/M;Greek and Roman Mythology;Apollo/Icarus (Hellenistic Religion & Lore);Apollo (Hellenistic Religion & Lore), Artemis (Hellenistic Religion & Lore), Icarus (Hellenistic Religion & Lore);Angst and Hurt/Comfort, Angst and Feels, Fluff, the bonds of brother and sister, mortal/gods, Poetic;English;2019-04-11;Completed;2019-04-11;707;1/1;2;122;4;1124
Persephone, Queen of the Underworld (practice);author_1638;Teen And Up Audiences;F/M;Greek and Roman Mythology;Hades/Persephone;Cerberus;Mythology - Freeform, Honestly just writing practice for me;English;2019-04-10;Completed;2019-04-10;541;1/1;;28;;577
Runaway Snail;author_1639;Not Rated;F/M, M/M;Greek and Roman Mythology;Past Nerites/Aphrodite (Hellenistic Religion & Lore, Past Nerites/Poseidon (Hellenistic Religion & Lore);Nerites (Hellenistic Religion & Lore), Nerea (Hellenistic Religion & Lore);so 15 Nerites started dating 18-20 Poseidon, it doesn't get really mentioned beyond adult Nerites reflecting back on it, Implied/Referenced Transphobia, Unplanned Pregnancy, This would turn into a Percy Jackson fix if I wasn't so far behind in the series;English;2019-04-08;Completed;2019-04-08;1347;1/1;3;16;1;348
Sprout;author_1640;Not Rated;M/M;Greek and Roman Mythology;Apollo/Hyacinthus;Apollo (Hellenistic Religion & Lore), Kleio | Clio, Argalus, Cynortus, Polyboea, Original Female Characters, Original Male Characters, Perius;this is it lads, Established Relationship, Little bit of angst, Not a lot tho, Cliffhanger;English;2019-04-06;Completed;2019-04-06;2891;1/1;14;162;9;1799
Farewell, Helen;author_472;Mature;;Greek and Roman Mythology;;;Oral Sex, Sex, Human Sacrifice, Virgin Sacrifice, Blood and Violence, Blood;English;2019-04-05;Completed;2019-04-05;4874;1/1;;1;1;427
an open letter to narcissus;author_1641;General Audiences;;Original Work, Greek and Roman Mythology;;Narcissus (Greek and Roman Mythology), Echo (Greek and Roman Mythology);sorta sad?, echo Finally gains a brain cell, boo he sucks leave his ass, next one will probably be abt medusa babey!!!!;English;2019-04-05;Completed;2019-04-05;159;1/1;;4;;67
Point Blank;author_1642;General Audiences;;Greek and Roman Mythology;;Aktaion;poem, Community: fan_flashworks;English;2019-04-02;Completed;2019-04-02;50;1/1;;6;1;41
Flame Calls To Flame;author_1643;General Audiences;Gen;The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien, TOLKIEN J. R. R. - Works & Related Fandoms, Greek and Roman Mythology;;Feanor | Curufinwe, Sons of Feanor;"Crossover, fusion fic, AU, Greek Mythology - Freeform, Feanor is both Icarus and Daedalus, ""flew too close to the sun and burned"" is a pretty good metaphor for Feanor's career, prompt: wingfic, (not sure if this actually counts as wingfic?), B2MEM, B2MEM 2019";English;2019-04-01;Completed;2019-04-01;527;1/1;3;12;1;155
Venom;author_1570;General Audiences;F/M;Greek and Roman Mythology;Eros/Psyche;Psyche (Hellenistic Religion & Lore);Drabble;English;2019-04-01;Completed;2019-04-01;100;1/1;5;40;1;1002
The Fate of Monsters;author_1644;General Audiences;;Greek and Roman Mythology;;The Sphinx, Sphinx (Character), Oidipous | Oedipus (Hellenistic Religion & Lore);Monsters, Thebes, Fate, Hubris, Riddles, Puzzles, Oracles, hero - Freeform, Ancient Greece;English;2019-03-30;Completed;2019-03-30;3171;1/1;;1;1;92
be still my foolish heart (don't ruin this on me);author_1629;Teen And Up Audiences;M/M;Greek and Roman Mythology, Original Work, Hellenistic Religion & Lore;Ganymede (Hellenistic Religion & Lore)/Other(s), Minor or Background Relationship(s), Ganymede/Zeus, Original Female Character/Original Female Character;Ganymede, Zeus | Zeus (Hellenistic Religion & Lore), Original Male Character(s), Original Female Character(s), Gan Brown, Virgil Goldstein, Kiera Mitchell, Carmilla;Twilight Spitefic, Male Homosexuality, Abusive Relationships, Angst with a Happy Ending, Writers, Retelling, Modern Retelling, Feminist Themes, Bisexual Female Character, Gay Male Character, Recovery, Healing;English;2019-03-29;Completed;2019-03-29;3061;1/1;6;130;34;755
Roots;author_1640;Teen And Up Audiences;M/M;Greek and Roman Mythology;Apollo/Hyacinthus;Apollo (Hellenistic Religion & Lore), Hyacinthus (Hellenistic Religion & Lore), Athena (Hellenistic Religion & Lore), Aphrodite, Kleio | Clio;Fluff and Humor, Developing Relationship;English;2019-03-28;Completed;2019-03-28;2569;1/1;6;136;9;1809
The Birth of a Goddess;author_1196;General Audiences;;Greek and Roman Mythology, Poetry - Fandom, Original Work;;Athena (Hellenistic Religion & Lore), Zeus | Zeus (Hellenistic Religion & Lore), Metis (Hellenistic Religion & Lore);Poetry, Mythology - Freeform, Mythology References, Original Mythology;English;2019-03-26;Completed;2019-03-26;230;1/1;;10;;135
One Heck of a Big Boi;author_1645;Mature;;Greek Mythology;;;;English;2019-03-24;Completed;2019-03-24;5438;1/1;;;;20
Ascent;author_912;General Audiences;F/M;Greek and Roman Mythology;Eurydice/Orpheus;Orpheus;Hades - Freeform, Rescue Missions, Love, Drabble;English;2019-03-24;Completed;2019-03-24;100;1/1;4;16;2;130
Like Flowers to the Sun;author_1646;Teen And Up Audiences;F/M, M/M;The Song of Achilles - Madeline Miller, Greek and Roman Mythology;Achilles/Patroclus;Achilles (Hellenistic Religion & Lore), Patroklos | Patroklos | Patroclus (Hellenistic Religion & Lore), Diomedes (Hellenistic Religion & Lore), Odusseus | Odysseus (Hellenistic Religion & Lore), Elene | Helen of Troy (Hellenistic Religion & Lore), Menelaus | Menelaos (Hellenistic Religion & Lore), Penelope (Hellenistic Religion & Lore), Agamemnon (Hellenistic Religion & Lore), Aias | Aias | Ajax the Greater son of Telamon (Hellenistic Religion & Lore), Aias | Aias | Ajax the Lesser son of Oileus (Hellenistic Religion & Lore);Alternate Universe - High School, High School, Alternate Universe - Modern Setting, Sports, Fluff, Teen Romance, shitty parents, Cliche, Dialogue Heavy;English;2019-02-03;Completed;2019-03-24;39804;18/18;130;666;121;13534
Seed;author_1640;Teen And Up Audiences;M/M;Greek and Roman Mythology;Apollo/Hyacinthus;Apollo (Hellenistic Religion & Lore), Hyacinth, Original Female Character(s);Fluff, Drama, Humor, Absolutely No Angst, they're just happy, this is about how they meet, and it's hella long but it's fine;English;2019-03-23;Completed;2019-03-23;4029;1/1;4;140;13;2152
If Only the Clockworks Could Speak;author_1647;General Audiences;F/M;Greek and Roman Mythology;Eros/Psyche;Psyche (Hellenistic Religion & Lore), Eros (Hellenistic Religion & Lore);Retelling, Alternate Universe - Science Fiction, Triple Drabble;English;2019-03-23;Completed;2019-03-23;300;1/1;5;30;1;356
Yi Jian Jie Qian Chou;author_1648;Mature;M/M;Greek Mythology;;Andronicos, Hermes;;English;2019-03-21;Completed;2019-03-21;67748;1/1;;5;;125
a reign like stars (and heart as bright);author_1649;Teen And Up Audiences;Gen;Christian Bible, Christian Bible (Old Testament), Original Work, Hellenistic Religion & Lore, Greek and Roman Mythology;;Persephone, Medusa, Hades, Elohim | God | Allah;Poetry, Prose Poem, Mythology - Freeform, Religion, womanhood, Femininity, Feminist Themes, god is a woman, Humanity, Religious Conflict, Religious Imagery & Symbolism, God - Freeform, Death, Life - Freeform;English;2019-03-19;Completed;2019-03-19;811;1/1;;7;1;204
And Death Sees No Justice;author_1650;General Audiences;Gen;Harry Potter - J. K. Rowling, Greek Mythology;Ariadne/Theseus (Ancient Greek Religion & Lore), Hermione Granger & Harry Potter & Ron Weasley, Theseus & Aethra, Theseus & Aegeus, Theseus & Pritheus;Harry Potter, Hermione Granger, Ron Weasley, Hades, Theseus, Ariadne, Thanatos;Greek mythology and Harry Potter crossover, harry is the master of death, Thanatos is missing;English;2019-03-19;Completed;2019-03-19;3863;1/1;;14;3;355
The Rape of Hermes;author_1651;Explicit;M/M;Greek and Roman Mythology;Apollo/Hermes, Hera/Zeus, Aphrodite/Hermes (Hellenistic Religion & Lore), Hermes/Ares, Apollo & Artemis;Ermes | Hermes (Hellenistic Religion & Lore), Apollo (Hellenistic Religion & Lore), Zeus | Zeus (Hellenistic Religion & Lore), Hera (Hellenistic Religion & Lore), Athena (Hellenistic Religion & Lore), Eros (Hellenistic Religion & Lore), Leto (Hellenistic Religion & Lore), Artemis (Hellenistic Religion & Lore), Aphrodite (Hellenistic Religion & Lore);Scheming, Problematic Mythology, Dubious Consent, Incest, Attempt at Humor, Kidnapping, Messed Up Family Relations, Pining, Orgasm Delay/Denial, Cheating, Brotherly Love, Romantic Friendship, Platonic Romance, Love;English;2019-03-18;Completed;2019-03-18;6866;1/1;9;208;21;5923
Day One: Cuddles (Naked);author_1403;Explicit;M/M;The Song of Achilles - Madeline Miller, Greek and Roman Mythology, Greek Mythology;Achilles/Patroclus;Achilles (Song of Achilles), Patroclus (Song of Achilles);30 Day OTP Challenge, 30 Day NSFW Challenge, Mix out of both challenges, patrochilles - Freeform, handjob, Morning Cuddles, Cuddles naked, Fluff, Smut, Fluff and Smut;English;2019-03-17;Completed;2019-03-17;799;1/1;2;138;5;4996
LET US LIVE LIKE GODS;author_1588;Teen And Up Audiences;M/M;Secret History - Donna Tartt, Greek and Roman Mythology;;Dionysus, Bacchus;Homoeroticism, Everyone Is Gay, Cult, The Enchanted Forest, Alternate Universe - Enchanted Forest, Dark Fantasy, Alternate Universe - Dark, Alternate Universe - Gods & Goddesses, Gods, Pagan Gods, Forests, Gay, Dark Academia, Academia, Alternate Universe - Boarding School, Boarding School, Wine, Immortality, Drinking, Party, Students, College, Obsession, Romanticism;English;2019-03-16;Completed;2019-03-16;4586;1/1;7;37;8;655
The God Who Carries Away All;author_1463;Not Rated;Gen;Greek and Roman Mythology, Hellenistic Religion & Lore;;Ades | Hades (Hellenistic Religion & Lore), Zeus | Zeus (Hellenistic Religion & Lore), Hestia (Hellenistic Religion & Lore), Poseidon (Hellenistic Religion & Lore);sometimes you just get sad about a god of the underworld, and the fact that he gets the worst part of the universe bc zeus is shitty, the underworld isnt fun and hades doesnt like it, also kronos was a shitty dad;English;2019-03-14;Completed;2019-03-14;597;1/1;5;35;8;358
Asphodels;author_1380;Teen And Up Audiences;Gen;Greek and Roman Mythology;;Ermes | Hermes (Hellenistic Religion & Lore), Mousai | The Muses, Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);Death, because why write happy stories when you can write about the underworld;English;2019-03-13;Completed;2019-03-13;765;1/1;3;21;2;161
anteros rejoices;author_1652;General Audiences;Gen;Greek and Roman Mythology;;Anteros, Original Female Character(s);Alternate Universe - Gender Changes, Mythology References, POV Female Character, Original Female Character(s) - Freeform, Collection: Purimgifts Day 3;English;2019-03-13;Completed;2019-03-13;353;1/1;;1;;34
anteros waits;author_1652;General Audiences;Gen;Greek and Roman Mythology;;Anteros, Original Female Character(s);Alternate Universe - Gender Changes, Mythology References, POV Female Character, Original Female Character(s) - Freeform, Collection: Purimgifts Day 2;English;2019-03-13;Completed;2019-03-13;377;1/1;;2;;31
anteros strikes;author_1652;General Audiences;Gen;Greek and Roman Mythology;;Anteros, Original Female Character(s);Alternate Universe - Gender Changes, Mythology References, POV Female Character, Original Female Character(s) - Freeform, Collection: Purimgifts Day 1;English;2019-03-13;Completed;2019-03-13;580;1/1;;2;;38
The Taste of Passion;author_1653;Explicit;F/M;SMITE (Video Game), Greek and Roman Mythology, Hindu Religions & Lore;Bakasura/Artemis (SMITE);Bakasura (SMITE), Artemis (SMITE);Bakartemis, Tentacle Sex, Cunnilingus, Nipple Play, Loss of Virginity, Human/Monster Romance, Barbed Penis, Outdoor Sex, Plot What Plot/Porn Without Plot, Fear Play;English;2019-03-11;Completed;2019-03-11;2785;1/1;;31;3;2366
Don't Pull So Hard;author_1654;General Audiences;M/M;Greek and Roman Mythology, Percy Jackson and the Olympians & Related Fandoms - All Media Types, Percy Jackson and the Olympians - Rick Riordan;Apollo/Hades;Apollo (Hellenistic Religion & Lore), Apollo (Percy Jackson), Ades | Hades (Hellenistic Religion & Lore), Hades (Percy Jackson);Guilty Pleasures, Hair Braiding, Fluff, Fluff and Humor, Out of Character, Slightly - Freeform, Bonding, Cussing, apollo is a good hair stylist, hades is his victim, One Shot;English;2019-03-10;Completed;2019-03-10;1485;1/1;5;248;25;2369
Three Sentence Fics;author_1655;Teen And Up Audiences;F/M, Gen;Buffy the Vampire Slayer (TV), Greek and Roman Mythology, The Iliad - Homer, The Odyssey - Homer, Steven Universe (Cartoon);Odysseus/Penelope, Apollo/Cassandra (Hellenistic Religion & Lore), Spike/Buffy Summers;Odusseus | Odysseus (Hellenistic Religion & Lore), Penelope (Hellenistic Religion & Lore), Cassandra (Hellenistic Religion & Lore), Apollo (Hellenistic Religion & Lore), Spike (BtVS), Buffy Summers, Pearl (Steven Universe);Poetry, Romance, Pining, Angst, Anger, Implied/Referenced Rape/Non-con, Violence, Memory Palace, Reunions, Family Reunions, Dialogue-Only;English;2019-03-10;Completed;2019-03-10;283;4/4;13;26;;575
The Golden Lovers;author_1656;Mature;M/M;Greek and Roman Mythology;Achilles/Chiron;Achilles, Chiron, Patroclus;Abusive Relationships, Teacher-Student Relationship, Implied Rape;English;2019-03-06;Completed;2019-03-06;703;1/1;1;9;2;349
The Underworld Is Nothing Without You;author_1657;Teen And Up Audiences;F/M;Greek and Roman Mythology, Captain America (Movies), Captain America - All Media Types, Winter Soldier (Comics), The Avengers (Marvel Movies);"James ""Bucky"" Barnes/Reader, Hades/Persephone, Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)";"James ""Bucky"" Barnes, Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore)";Fluff, Love Confessions, Falling In Love, Post-Captain America: The Winter Soldier, Sad with a Happy Ending, Mythology References, Bucky Barnes Feels, Bucky Barnes as Hades, reader as persephone, Bucky Barnes Needs a Hug, Bucky Barnes Recovering, Bucky Barnes Has Issues, Hurt Bucky Barnes;English;2019-03-03;Completed;2019-03-03;1269;1/1;2;72;7;1253
Hunter and Horned God (Cernunnos);author_1278;Teen And Up Audiences;Gen, Other;Captain America (Movies), Captain America - All Media Types, Captain America AU - Fandom, Greek and Roman Mythology;"James ""Bucky"" Barnes/Steve Rogers, James ""Bucky"" Barnes & Steve Rogers";"Steve Rogers, James ""Bucky"" Barnes";Alternate Universe - Gods & Goddesses, Alternate Universe - Fantasy, Mythical Beings & Creatures, Hurt Steve Rogers, Valentine's Day, Mild Blood;English;2019-03-03;Completed;2019-03-03;8;1/1;2;39;1;781
What are you hiding, Tony?;author_1658;General Audiences;Gen;The Avengers (Marvel Movies), The Avengers (Marvel) - All Media Types, Greek and Roman Mythology;;"Tony Stark, James ""Rhodey"" Rhodes, Steve Rogers, Clint Barton, Hephaestus, Ares, Peter Parker, Aphrodite, Athena";Post-Captain America: Civil War (Movie), Tony's secret, Civil War Team Iron Man, Consequences, Not Steve Friendly;English;2019-02-15;Completed;2019-03-03;11773;5/5;167;2454;594;34946
Apollo;author_1659;Not Rated;M/M;Theseus - Fandom, Newt - Fandom;;;;English;2019-03-03;Completed;2019-03-03;1698;1/1;;12;1;869
When the Seasons Change;author_1501;Teen And Up Audiences;F/M;Greek and Roman Mythology, Hellenistic Religion & Lore;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore), Hades (Hellenistic Religion & Lore), Persephone (Hellenistic Religion & Lore), Demeter (Hellenistic Religion & Lore), Cerberus (Hellenistic Religion & Lore), Thanatos (Hellenistic Religion & Lore), Hecate (Hellenistic Religion & Lore), Hephaestus (Hellenistic Religion & Lore);Alternate Universe - Modern Setting, Alternate Universe - Gods & Goddesses, Gods, Pagan Gods, Alternate Universe - Olympian Gods, Dogs, good dogs, Mythology References, Inspired by Hades and Persephone (Hellenistic Religion & Lore);English;2019-02-20;Completed;2019-03-01;13096;8/8;60;525;91;6434
Love on the Rocks;author_1626;General Audiences;F/M;Greek and Roman Mythology;Ariadne/Dionysus;;;English;2019-03-01;Completed;2019-03-01;631;1/1;2;66;5;1036
I Wish To Make A Request Of You;author_1630;General Audiences;Gen;Greek and Roman Mythology;Demeter & Hades (Hellenistic Religion & Lore);Demeter (Hellenistic Religion & Lore), Ades | Hades (Hellenistic Religion & Lore);Behind the Scenes;English;2019-02-28;Completed;2019-02-28;401;1/1;4;30;3;345
She's Sweet Like Candy In My Veins;author_1555;General Audiences;F/M;Lore Olympus (Webcomic), Lore Olympus, Hades Persephone - Fandom, Greek Mythology, modern Greek Mythology - Fandom;Hades/Persephone, Hades/Persephone (Lore Olympus), Persephone/Hades;Hades, Persephone, Hades (Lore Olympus), Persephone (Lore Olympus), Minthe (Lore Olympus);Lore Olympus - Freeform, coda to episode 51, after episode 51: Distance, Lore Olympus (Webcomic) - Freeform, Greek Mythology - Freeform, Greek love story, classic, new age mythology, Hades - Freeform, Persephone - Freeform, blue Hades, Pink Persephone;English;2019-02-27;Completed;2019-02-27;3977;1/1;9;229;10;2490
That which is done out of love;author_1546;Teen And Up Audiences;F/M;Ancient Greek Religion & Lore;Apollo/Artemis (Hellenistic Religion & Lore);Artemis (Hellenistic Religion & Lore), Apollo (Hellenistic Religion & Lore);;English;2019-02-27;Completed;2019-02-27;925;1/1;2;88;12;1368
A world without hope;author_1660;Not Rated;;Greek and Roman Mythology;;Apollo (Hellenistic Religion & Lore), Zeus | Zeus (Hellenistic Religion & Lore), Dionysus (Hellenistic Religion & Lore), Artemis (Hellenistic Religion & Lore), Aphrodite (Hellenistic Religion & Lore), Eros (Hellenistic Religion & Lore), Zephyr (Hellenistic Religion & Lore), the muses (Hellenistic Religion anf Lore);Tragedy, Hope, Love, Male-Female Friendship, god and mortal friendship, Apollo needed a hug, he got one, Zeus helped for once, kind of, then messed it up, Apollo is sad, angsty apollo;English;2019-02-27;Completed;2019-02-27;2853;1/1;;32;6;558
The Vestal will;author_1661;Explicit;F/M;Greek and Roman Mythology;Rhea Silvia/Mars;Rhea Silvia (Ancient Roman Religion & Lore), Mars Ultor (Ancient Roman Religion & Lore);Ritual Sex, Ancient Rome, Fanfic Italia P0rn Fest, Prompt Fill;English;2019-02-26;Completed;2019-02-26;1682;1/1;;19;1;750
Sandersides AU #1;author_1662;Teen And Up Audiences;Gen;Sanders Sides (Web Series), Greek and Roman Mythology, Mesopotamian Mythology, Musica Mythology/South American;Anxiety | Virgil Sanders & Deceit Sanders & Sleep | Remy Sanders, Deceit Sanders & Sleep | Remy Sanders, Anxiety | Virgil Sanders & Sleep | Remy Sanders;Anxiety | Virgil Sanders, Sleep | Remy Sanders, Deceit Sanders;Alternate Universe, Alternate Universe - Modern Setting, Alternate Universe - Gods & Goddesses, Best Friends, all three of them;English;2019-02-16;Completed;2019-02-25;1053;2/2;1;51;3;650
seas between us broad have roared;author_370;Teen And Up Audiences;F/M, Gen;Wonder Woman (2017), Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore), Hades & Diana, Persephone & Diana, Diana (Wonder Woman) & Steve Trevor, Chief & Diana (Wonder Woman), Sameer (Wonder Woman) & Steve Trevor, Charlie & Diana (Wonder Woman);Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore), Diana (Wonder Woman), Steve Trevor, Charlie (Wonder Woman), Sameer (Wonder Woman), Chief (Wonder Woman);Post-Canon, Crossover, Underworld, Afterlife;English;2019-02-21;Completed;2019-02-21;3482;1/1;13;93;15;905
poetry fell in love with some guy;author_1663;General Audiences;F/M, M/M;Greek and Roman Mythology;poetry/some guy, poetry/reader;Poetry - Character, Reader, Some Guy, other personifications of things, the queen of the dead;gender swap, not that it matters;English;2019-02-21;Completed;2019-02-21;885;1/1;;4;1;77
Reborn;author_1664;Mature;F/M;Percy Jackson and the Olympians - Rick Riordan, Percy Jackson and the Olympians & Related Fandoms - All Media Types, Greek and Roman Mythology;Apollo/OC, Ares/OC;Apollo, Ares, Aphrodite, Zeus, Hermes, Hera, Demeter, Hades;Love, Greek Mythology - Freeform, Greek - Freeform, Greek gods, apollo - Freeform, Ares - Freeform, ice goddess, Goddess;English;2019-02-20;Completed;2019-02-20;28572;16/16;3;38;6;1234
breed me/bread me;author_1191;Explicit;F/M;Greek and Roman Mythology;Zeus/Original Female Character;Zeus | Zeus (Hellenistic Religion & Lore), Original Female Character(s);Alternate Universe - Bakery, Crack, Cunnilingus, Alternative Methods of Making Children, Breadfuck Counterworld;English;2019-02-20;Completed;2019-02-20;452;1/1;;88;2;2437
Aeaea Bar & Grill;author_1665;Explicit;F/M;Greek and Roman Mythology, Hellenistic Religion & Lore;Circe/Original Male Character;Circe (Odyssey), Tantalos | Tantalos | Tantalus (Hellenistic Religion & Lore), Original Male Character(s);Alternate Universe - Modern Setting, Sorceresses, Magic, Blood Magic, Animal Transformation, Transformation, Pigs, Vore, Snuff, Death, Character Death, Original Character Death(s), Death Wish, Sexual Violence, Spitroasting, Cooking, Dismemberment, Body Dysmorphic Disorder;English;2019-02-19;Completed;2019-02-19;4997;1/1;;25;4;2175
Laws of Order and Chaos;author_1666;Not Rated;Other;Highlander, Greek Mythology;Methos/Others (implied);Methos;Greek Mythology - Freeform, Dreams, orgys, Rules;English;2019-02-19;Completed;2019-02-19;605;1/1;;10;;257
